,SITE_ID,VISIT_NO,chl,tn,tp,avg_temp,INDEX_LON_DD,INDEX_LAT_DD,INDEX_SITE_DEPTH,PERMANENT_IDENTIFIER,temp_bin,depth_bin,specific_lake_bin,log_tp_z,log_tn_z,log_eutro,eutro_bin,eutro_binf,tn_tp,P_limitation,crit_ratio,est_tn_tp,index_site_depth,NEI
1072,NLA22_ND-10138,1,53,2420,162,18,-99.726777,47.235884,3.5,145408671,1,2,1212,1.056650882,1.358448235,1.207549559,5,5,14.9382716,0.541333333,15.18807192,16.84376692,3.5,1.207549559
1073,NLA22_IN-10156,1,22.4,585,53.4,23.79,-86.10028,39.84439,3.5,90125503,3,2,2622,0.208328496,-0.18905016,0.009639168,3,3,10.95505618,0.312333333,15.18807192,13.65385239,3.5,0.009639168
1074,NLA22_ND-10154,1,42.1,4640,126,17.2,-99.798194,47.253764,2.4,145408210,1,2,1209,0.864545616,2.067886494,1.466216055,5,5,36.82539683,0.975333333,13.92749908,31.376932,2.4,1.466216055
1075,NLA22_UT-10043,1,1.43,439,14.6,16.59,-111.71024,38.53872,33.3,79206951,1,5,2463,-0.782939848,-0.501961349,-0.642450598,2,2,30.06849315,0.620666667,22.71485408,27.35764088,33.3,-0.642450598
1076,NLA22_IA-10039,1,10.3,858,47.3,24.6,-92.81864,41.05101,8.8,146615721,3,4,1257,0.115606182,0.228356218,0.1719812,3,3,18.13953488,0.481333333,18.26851655,19.21598989,8.8,0.1719812
1077,NLA22_IA-10011,2,110,2210,148,21.4,-92.37446,40.65573,2.5,106620493,2,2,180,0.98756112,1.259516536,1.123538828,5,5,14.93243243,0.728333333,14.38232851,17.81879023,2.75,1.201663247
1078,NLA22_TX-10168,1,28.8,840,104,26.1,-98.30817,32.66767,2,101213941,4,1,129,0.717863736,0.205248866,0.461556301,4,4,8.076923077,0.244,13.31834689,10.96869851,2,0.461556301
1079,NES22-10163,1,0.494,81,2,17.8,-109.80799,42.943171,186,120028259,1,5,383,-2.302475087,-2.343872647,-2.323173867,1,1,40.5,0.987333333,25.69192938,42.84963062,81.175,-2.254613623
1080,NES22-10171,1,4.08,318,37,20,-108.173664,43.360289,21.6,{AAFECBF6-E04A-49E5-A519-829AA6E8921E},1,5,82,-0.07212514,-0.853383247,-0.462754194,2,2,8.594594595,0.035333333,21.26861753,11.32249647,21.6,-0.462754194
1081,NLA22_WV-10011,2,13.3,513,44.8,21.7,-79.79556,39.49368,2.1,27072277,2,1,1760,0.074097502,-0.33218748,-0.129044989,3,3,11.45089286,0.671,13.26219285,15.26196094,1.966666667,-0.273826308
1082,NLA22_MN-10050,1,4.67,559,14.7,19.53,-93.65039,47.51395,10,90771635,1,4,2644,-0.777722066,-0.238597598,-0.508159832,2,2,38.02721088,0.884666667,18.69561897,32.06831369,10,-0.508159832
1083,NLA22_NE-10083,1,318,4010,421,22.8,-95.723711,40.14176,3.2,27,2,2,1757,1.786682745,1.908851311,1.847767028,5,5,9.524940618,0.232,14.88866991,12.17941017,3.2,1.847767028
1084,NLA22_OR-10070,1,5.93,671,47.7,19.9,-117.81454,44.8601,5.2,112956027,1,3,258,0.12204329,-0.039568474,0.041237408,3,3,14.06708595,0.444,16.96094707,16.92314788,5.95,-0.098824835
1085,NLA22_AL-10019,1,9.51,456,24,26.9,-85.648438,31.222423,2.6,146711673,4,2,1267,-0.403007335,-0.46055402,-0.431780678,2,2,19,0.991333333,14.13005121,29.12672653,2.55,-0.325421679
1086,NLA22_AL-10004,2,3.15,364,125,22,-87.82056,31.2166,5.3,12,2,3,312,0.858454731,-0.706141003,0.076156864,3,3,2.912,0,16.47851247,4.700116221,5.15,-0.028033779
1087,NES22-10015,1,3.77,245,6,23.9,-80.883111,38.226555,22.6,120022215,3,5,354,-1.462693595,-1.137610233,-1.300151914,1,1,40.83333333,1,22.67109111,98.95072281,32.86666667,-1.384558118
1088,NES22-10014,1,11,314,12.9,25.8,-82.03356,36.56474,33.5,43594500,4,5,1896,-0.877568402,-0.867179076,-0.872373739,1,1,24.34108527,0.914666667,22.19480283,32.02960046,28.5,-0.984271722
1089,NES22-10020,1,6.56,248,12.7,24.8,-82.380165,37.213965,33.5,120023395,3,5,363,-0.889512428,-1.124346102,-1.006929265,1,1,19.52755906,0.240333333,22.99845217,19.43516855,36.25,-1.135418927
1090,NLA22_SD-10097,1,36.7,1450,99.8,18.087,-99.64502,45.76501,3.1,147894560,1,2,1327,0.686353007,0.800219685,0.743286346,4,4,14.52905812,0.537,14.78259474,16.29804261,3.1,0.743286346
1091,NLA22_MN-10103,1,6.02,780,47.3,20.9,-95.95306,46.62099,15.5,120018542,2,5,323,0.115606182,0.124481853,0.120044018,3,3,16.49048626,0.31,20.15986681,17.85218891,15.5,0.120044018
1092,NLA22_WI-10141,1,6.32,535,13.2,20.3,-88.94085,44.4125,19.6,75658607,1,5,2413,-0.859995167,-0.286423447,-0.573209307,2,2,40.53030303,0.859666667,20.94398499,33.62406749,19.6,-0.573209307
1093,NLA22_GA-10097,1,44.4,766,87.9,25.8,-85.18233,34.45618,3,53772083,4,2,2066,0.589298117,0.104742655,0.347020386,4,4,8.714448237,0.193333333,14.67304109,11.39866649,3,0.347020386
1094,NLA22_KS-10094,1,44.8,920,57.9,24.5,-95.38153,38.83337,7.4,120031268,3,4,397,0.270173697,0.304394998,0.287284348,4,4,15.88946459,0.410666667,17.68960066,17.44296582,7.4,0.287284348
1095,NLA22_AL-10080,1,4,394,28.2,28.1,-85.316493,31.163418,2.2,85814654,5,1,2552,-0.279733631,-0.619827637,-0.449780634,2,2,13.97163121,0.599333333,13.6367865,16.05238112,2.2,-0.449780634
1096,NLA22_DE-10029,1,148,2050,156,24.099,-75.25969,38.82388,0.7,88079810,3,1,2593,1.027802098,1.177610896,1.102706497,5,5,13.14102564,0.839666667,9.810799852,15.38807991,0.7,1.102706497
1097,NLA22_KS-10009,1,139,2300,583,22.4,-94.68585,37.50384,1,104499078,2,1,152,2.035537162,1.303019887,1.669278525,5,5,3.945111492,0.132,11.00248187,8.197013658,1,1.311071136
1098,NLA22_MN-10110,1,222,5240,333,20.2,-96.07209,45.55706,1.4,82555432,1,1,2517,1.607437844,2.200420748,1.903929296,5,5,15.73573574,0.768333333,12.12666488,17.22313833,1.4,1.903929296
1099,NLA22_MN-10056,1,365,5550,556,19.96,-95.52041,46.15066,1.2,86363665,1,1,2571,1.999290063,2.263061776,2.13117592,5,5,9.982014388,0.467666667,12.24390803,12.41880902,1.45,1.721933233
1100,NES22-10012,1,10.6,363,77.2,21.5,-75.8593235,43.22221,6.6,149532904,2,4,1401,0.490078465,-0.709139233,-0.109530384,3,3,4.702072539,0.012,18.36211054,9.834851803,9.05,-0.364437835
1101,NLA22_IL-10001,2,34.7,546,45.7,24.5,-88.27404,37.61751,4.5,49237083,3,3,1993,0.08930158,-0.26424245,-0.087470435,3,3,11.94748359,0.271,16.37975394,14.62211468,5,-0.197425774
1102,NLA22_IL-10020,1,23.6,1140,81.7,24.3,-88.8972,38.37542,4.1,48765340,3,3,1984,0.533385315,0.538070868,0.535728092,4,4,13.95348837,0.449,15.71671209,16.18671719,4.1,0.535728092
1103,NLA22_MI-10057,1,1.46,430,8.2,23.4,-83.41666,43.39355,9.7,149729741,2,4,1405,-1.223913743,-0.524536847,-0.874225295,1,1,52.43902439,0.999333333,18.67887163,51.66080378,9.95,-0.912856045
1104,NLA22_OR-10180,1,1.04,214,10.4,21.7,-122.96164,44.86606,20.3,{4BE87DA2-7272-4298-B0CC-4155B87A8F68},2,5,38,-1.042237044,-1.285048336,-1.16364269,1,1,20.57692308,0.427333333,21.06122814,21.01901096,20.3,-1.16364269
1105,NES22-10007,1,4.06,298,10.1,21.2,-77.3074745,42.7757468,75,87961872,2,5,2585,-1.064611384,-0.924177996,-0.99439469,1,1,29.5049505,0.958,24.57453072,38.41271532,58.1,-0.901318603
1106,NLA22_MS-10005,1,44.3,569,72,28.5,-88.48203,33.54772,6,140749833,5,3,1025,0.436774158,-0.219273405,0.108750376,3,3,7.902777778,0.083,16.98890612,10.72629144,6,0.108750376
1107,NLA22_WA-10046,1,137,1090,106,18.4,-122.83123,47.02105,2.5,131082469,1,2,763,0.732424215,0.489190213,0.610807214,4,4,10.28301887,0.326333333,14.06388891,12.68913195,2.5,0.610807214
1108,NLA22_MI-10005,2,8.95,1110,72.6,19.57,-88.9082,46.09758,1.1,111861213,1,1,244,0.443117779,0.509006321,0.47606205,4,4,15.2892562,0.913333333,11.61163405,17.85049781,1.2,0.204567711
1109,NES22-10087,1,28,510,49.9,25,-86.4455,39.05821,5.4,53450501,3,3,2064,0.156509877,-0.338579616,-0.091034869,3,3,10.22044088,0.058666667,17.85476214,12.87008653,7.775,-0.737115279
1110,NLA22_CA-10110,1,21.6,886,110,24.82,-117.7047,33.64518,3.5,126859582,3,2,617,0.760738639,0.263354599,0.512046619,4,4,8.054545455,0.138666667,15.18807192,10.82687737,3.5,0.512046619
1111,NLA22_OR-10075,1,219,2840,367,18.7,-124.07676,42.89033,1.9,124371706,1,1,569,1.681752522,1.532864977,1.607308749,5,5,7.738419619,0.189666667,13.3391637,11.30703202,2.0125,1.138464069
1112,NLA22_NC-10013,1,7.12,756,28.2,26.47,-78.34394,35.65483,2.8,31416293,4,2,1791,-0.279733631,0.090421084,-0.094656274,3,3,26.80851064,0.905,14.44252991,25.65415041,2.8,-0.094656274
1113,NLA22_WV-10029,1,13.8,340,28.8,23.4,-79.31886,38.46453,4.15,{D253579A-F6FD-4539-8575-60BA61C63A28},2,3,98,-0.263640362,-0.780478169,-0.522059265,2,2,11.80555556,0.331,15.75721061,14.21742643,4.15,-0.522059265
1114,NLA22_SD-10180,1,25.1,1890,396,20.49,-99.59577,44.39937,3.2,148190134,1,2,1347,1.739887104,1.089045972,1.414466538,5,5,4.772727273,0.024333333,14.88866991,7.487977195,3.2,1.414466538
1115,NES22-10011,1,2.39,251,10.6,22,-77.1378247,42.5850347,42,87964828,2,5,2586,-1.027676565,-1.111241464,-1.069459014,1,1,23.67924528,0.887,23.81361852,30.53502773,46.26666667,-1.207909614
1116,NES22-10001,1,8.51,360,29.4,22.7,-73.454184,41.94105,7.8,122972812,2,4,500,-0.247878936,-0.718183732,-0.483031334,2,2,12.24489796,0.315,17.80061044,16.13686792,7.65,-0.624095123
1117,NLA22_ND-10119,1,137,7160,526,17.1,-100.833443,47.438922,2.5,132150553,1,2,792,1.956890912,2.540661218,2.248776065,5,5,13.6121673,0.566,14.06388891,15.92498258,2.5,2.248776065
1118,NLA22_MI-10142,1,9.44,586,34.3,20.8,-82.86098,43.6788,5,28,1,3,1769,-0.13004584,-0.187188748,-0.158617294,3,3,17.0845481,0.546333333,16.37975394,18.42564662,5,-0.158617294
1119,NLA22_NY-10064,1,6.57,355,10.8,19,-73.58334,43.81285,5,92083379,1,3,2672,-1.01338826,-0.733426721,-0.87340749,1,1,32.87037037,0.901333333,16.37975394,29.14805021,5,-0.87340749
1120,NLA22_MI-10140,1,28.1,698,37.3,19.54,-89.42645,46.24241,9.5,123397510,1,4,542,-0.065952277,0.003426305,-0.031262986,3,3,18.71313673,0.494333333,18.52424361,19.67907751,9.5,-0.031262986
1121,NLA22_MN-10111,1,58.9,2090,102,20.9,-92.858693,45.192433,2.6,91687899,2,2,2664,0.703020511,1.198671569,0.95084604,5,5,20.49019608,0.803333333,14.19492873,20.97311942,2.6,0.95084604
1122,NLA22_TX-10181,1,102,6950,101,25.8,-100.374,34.47382,1.8,91861639,4,1,2666,0.695489395,2.508218036,1.601853716,5,5,68.81188119,0.999666667,12.96632825,48.46616101,1.8,1.601853716
1123,NLA22_CA-10174,1,64.5,2020,81.1,24.45,-118.06067,34.03262,2.4,27686060,3,2,1763,0.527750876,1.161543933,0.844647404,5,5,24.90752158,0.882333333,13.92749908,24.08604772,2.4,0.844647404
1124,NLA22_MN-10104,1,21,1300,41,18.708,-96.125488,47.5989821,11,126590588,1,4,605,0.006343906,0.681208189,0.343776048,4,4,31.70731707,0.806,19.01405857,28.37207899,11,0.343776048
1125,NLA22_NE-10104,1,30.7,925,75.8,22.2,-101.14364,41.1066,4.6,137016364,2,3,949,0.476089017,0.310302091,0.393195554,4,4,12.20316623,0.333666667,16.10116873,14.63880008,4.6,0.393195554
1126,NLA22_SD-10090,1,12,1470,61.3,18.1,-103.31899,44.67258,3.1,154900927,1,2,1579,0.313792357,0.815149452,0.564470905,4,4,23.98042414,0.847,14.78259474,23.3605994,3.1,0.564470905
1127,NLA22_WV-10015,2,15.4,421,38.4,23.7,-78.88257,39.37165,2.45,45654893,3,2,1938,-0.043735594,-0.547589889,-0.295662741,3,3,10.96354167,0.805666667,14.06834073,17.98332427,2.503333333,-0.505887554
1128,NES22-10058,1,100,2250,485,24.8,-84.32757,40.37969,1.1,152839685,3,1,1550,1.89485791,1.279066045,1.586961978,5,5,4.639175258,0,11.11203552,4.28319196,1.033333333,1.633596202
1129,NES22-10086,1,98.4,2000,178,22.6,-83.88977,40.49015,2.1,152839236,2,1,1549,1.128647783,1.150699505,1.139673644,5,5,11.23595506,0.195,13.08783571,10.88040248,1.866666667,0.808516829
1130,NES22-10074,1,32.1,2170,93.5,23,-83.12865,40.16711,11.7,29,2,5,1771,0.636508835,1.239609938,0.938059387,5,5,23.20855615,0.600333333,19.22018215,22.85001125,11.7,0.938059387
1131,NLA22_NY-10010,1,26.2,589,52,21.3,-73.58842,42.16132,7,52853167,2,4,2051,0.188020606,-0.181623515,0.003198545,3,3,11.32692308,0.212,17.50393695,13.90030635,7,0.003198545
1132,NLA22_NE-10140,1,26.2,738,63.1,19.5,-101.76132,40.08876,6.3,133190443,1,3,826,0.335914861,0.064158224,0.200036543,4,4,11.69572108,0.249666667,17.1519183,14.21060676,6.3,0.200036543
1133,NLA22_ND-10134,1,8.8,2680,71.5,13.6,-99.186338,47.209722,1.6,147304920,1,1,1277,0.431447292,1.46966722,0.950557256,5,5,37.48251748,0.988666667,12.57280488,31.59567532,1.6,0.950557256
1134,NLA22_DE-10004,2,74.1,2000,150,22.4,-75.64526,39.82228,1.9,26092056,2,1,1747,0.997821704,1.150699505,1.074260605,5,5,13.33333333,0.872,13.17615152,17.99582535,1.916666667,0.717788851
1135,NES22-10196,1,9.92,695,52.5,21.83,-122.74844,38.08639,11.1,{6411FDC2-D0DC-4638-973B-B50CEBCE0C46},2,4,54,0.195335514,-0.001267984,0.097033765,3,3,13.23809524,0.033,19.54640077,13.51530652,12.9,-0.00145161
1136,NES22-10004,1,4.14,4540,92,17.523,-71.477552,42.35631,2,129728832,1,1,715,0.624146268,2.044141417,1.334143843,5,5,49.34782609,0.994,13.92749908,30.66538065,2.4,1.430454786
1137,NLA22_AL-10082,1,7.02,221,16.1,29,-87.481656,33.275301,5.3,131265691,5,3,768,-0.708183052,-1.249969485,-0.979076268,1,1,13.72670807,0.373666667,16.57443543,15.66052286,5.3,-0.979076268
1138,NLA22_MN-10080,1,28.8,1440,58.6,15.288,-95.523811,47.130749,4.8,86272855,1,3,2557,0.279359755,0.7926774,0.536018577,4,4,24.57337884,0.805,16.2433641,23.87812603,4.8,0.536018577
1139,NES22-10019,1,31.4,3100,97.3,20.2,-75.596628,38.383773,1.4,{F05A25A6-4AC3-49D9-8FED-88E966126F73},1,1,113,0.666960743,1.628334241,1.147647492,5,5,31.8602261,1,12.67561567,28.66933396,1.65,1.049278057
1140,NLA22_MN-10001,2,3.39,391,19.2,16.937,-92.4712487,46.052387,17.8,69545813,1,5,2287,-0.573578724,-0.628157787,-0.600868255,2,2,20.36458333,0.725,20.00546569,23.89976075,14.8,-0.664828626
1141,NLA22_CA-10201,1,67.5,563,127,23.44,-118.98657,36.40784,4.5,34031733,2,3,1806,0.870588352,-0.230826756,0.319880798,4,4,4.433070866,0.013333333,16.02773529,7.174827628,4.5,0.319880798
1142,NLA22_MO-10051,1,8.51,370,32.1,23.2,-93.87634,38.43802,3,107429897,2,2,190,-0.180717535,-0.688322798,-0.434520167,2,2,11.52647975,0.295666667,14.94047074,13.21521608,3.25,-0.50207969
1143,NLA22_DE-10030,1,69.3,3260,135,20.81,-75.49521,38.96707,1.6,88097818,2,1,2594,0.917283909,1.683181332,1.300232621,5,5,24.14814815,0.998666667,12.67561567,29.63470885,1.65,1.240408373
1144,NLA22_MO-10020,1,21,1100,88.5,21.3,-90.8593,37.89561,2.3,43890851,2,1,1901,0.594498151,0.499143304,0.546820728,4,4,12.42937853,0.493,13.7853037,14.68635357,2.3,0.546820728
1145,NLA22_SD-10187,1,12.2,2120,370,16.249,-97.46082,44.29861,6,123211918,1,3,531,1.687975639,1.214204221,1.45108993,5,5,5.72972973,0.023666667,16.98890612,8.556750087,6,1.45108993
1146,NES22-10006,1,3.47,469,25.5,18.3,-71.5962,41.99033,3.5,123913420,1,2,559,-0.356665749,-0.429918215,-0.393291982,2,2,18.39215686,0.805333333,15.63421192,18.86193515,4,-0.488265108
1147,NLA22_NE-10057,1,53.6,1430,121,17.7,-96.73362,41.44477,9.8,88485602,1,4,2598,0.833593937,0.785082554,0.809338245,4,4,11.81818182,0.295333333,18.64512299,16.53106617,9.85,0.530355941
1148,NES22-10068,1,46,2030,268,15.21,-88.46259,43.99324,6,149426016,1,3,1399,1.441443726,1.166925948,1.304184837,5,5,7.574626866,0.363666667,18.81593297,17.77724163,10.36666667,0.584463436
1149,NLA22_CA-10202,1,16.6,1520,194,24.1,-118.636671,34.15263,1.9,{020001E2-D20A-41B4-8D5E-0F1DCC3E8A9B},3,1,3,1.194443391,0.851602881,1.023023136,5,5,7.835051546,0.215,13.14697154,10.48464526,1.9,1.023023136
1150,NLA22_SD-10182,1,8.75,508,51.9,17.5,-96.51381,42.54993,3.66,128453478,1,2,677,0.186549186,-0.342861963,-0.078156388,3,3,9.78805395,0.219666667,15.33741911,12.31254785,3.66,-0.078156388
1151,NES22-10110,1,15.8,549,37.3,24.6,-99.22566,33.7545,3.8,129087753,3,2,691,-0.065952277,-0.258270621,-0.162111449,3,3,14.71849866,0.635333333,17.99158167,20.74734385,8.1,-0.398984162
1152,NLA17_NV-10018,1,5.19,1343,92.325,22.1,-119.77741,39.54214,4.2,65196833,2,3,2233,0.626841843,0.716673903,0.671757873,4,4,14.54643921,0.48,15.7972241,16.55087592,4.2,0.671757873
1153,NLA17_ND-10011,1,6.14,2750,63.3475,15.4,-99.77055,47.17392,2.7,145410435,1,2,1213,0.338907245,1.497768193,0.918337719,5,5,43.4113422,0.997333333,14.55977306,35.95821176,2.9,0.794888226
1154,NLA17_NV-10242,1,0.6,2323,700.47,20.8,-118.75035,38.68657,16,67906791,1,5,2268,2.17585413,1.313864314,1.744859222,5,5,3.31634474,0,20.45536605,5.316894722,16.93333333,1.749899729
1155,NLA17_OH-10016,1,305.28,1735,170.41125,18.7,-81.17683,41.4917,2.9,123056331,1,2,514,1.095343613,0.995787637,1.045565625,5,5,10.1812527,0.301333333,14.55977306,12.80280264,2.9,1.045565625
1156,NLA17_TN-10003,1,52.16,1278,463.12625,24.2,-87.0317,35.67303,3.9,{01BD24E9-B9FE-4401-B371-442F9AF06679},3,2,2,1.85958137,0.662606628,1.261093999,5,5,2.759506722,0,15.57097179,3.078508148,3.925,1.416486572
1157,NLA17_MI-10011,1,2.74,520,12.9225,23.8,-86.14388,43.37281,3.4,121860994,3,2,462,-0.876236304,-0.3174167,-0.596826502,2,2,40.23989166,0.994333333,14.99148069,28.46161701,3.3,-0.372410673
1158,NLA17_ND-10015,1,9.34,1866,49.725,20.8,-99.73069,47.08003,3.2,145412548,1,2,1214,0.153824396,1.075117911,0.614471154,4,4,37.52639517,0.927333333,14.78259474,23.4873659,3.1,0.6463714
1159,NLA17_CA-10064,1,9.95,701,362.0075,21.81,-122.52311,38.08276,3.4,41663793,2,2,1869,1.671282569,0.008100462,0.839691516,5,5,1.936423969,0,15.09122204,3.971673843,3.4,0.839691516
1160,NLA17_KY-10001,1,2.2,121,5.91625,24.7,-83.703135,36.680811,26.5,37900682,3,5,1833,-1.47343854,-1.906468352,-1.689953446,1,1,20.45214452,0.009333333,21.61785078,13.95475611,23.98,-1.723396459
1161,NLA17_ND-10008,1,26.4,3174,207.63875,20,-100.4,47.277777,2.7,145424524,1,2,1231,1.246378114,1.654044499,1.450211307,5,5,15.28616407,0.668,14.23749092,16.3240498,2.633333333,1.600576462
1162,NLA17_TX-10001,1,22.77,1074,134.5625,24.7,-96.45492,32.94461,2.8,120849104,3,2,424,0.914802658,0.47307375,0.693938204,4,4,7.981421273,0.087333333,12.22078623,9.505226916,1.44,0.682393555
1163,NLA17_KS-10005,1,21.44,959,66.83625,27.9,-95.04175,39.34897,3.7,92008656,4,2,2669,0.379886958,0.349642988,0.364764973,4,4,14.348501,0.162333333,15.65502873,12.92603224,4.025,0.105757143
1164,NLA17_NV-10006,1,2.75,165,21.74875,14.6,-117.16483,39.24083,5.7,132622706,1,3,806,-0.478299061,-1.568444163,-1.023371612,1,1,7.586642911,0.078666667,16.81753076,10.4322911,5.7,-1.023371612
1165,NLA17_KY-10006,1,16.88,386,16.17625,24.1,-84.679219,37.486666,7.2,38480321,3,4,1844,-0.704571371,-0.64218444,-0.673377905,2,2,23.86214357,0.684,16.46768235,19.04106345,5.133333333,-0.788019057
1166,NLA17_TX-10019,1,13.18,966,53.165,27.5,-96.73161,32.05579,3.1,92198790,4,2,2677,0.204957131,0.357569248,0.281263189,4,4,18.16984858,0.663333333,14.61688705,17.22320111,2.95,0.586435513
1167,NLA17_TN-10004,1,64,1138,48.5825,21.9,-86.9174,36.3035,8.5,47457288,2,4,1967,0.136056298,0.536157161,0.33610673,4,4,23.42407245,0.553666667,18.57658547,20.09467873,9.65,0.262984096
1168,NLA17_IA-HP002,1,1.79,495,11.1925,24.9,-93.77074,40.59858,7.1,148671755,3,4,1368,-0.986100805,-0.371115045,-0.678607925,2,2,44.22604423,0.956333333,17.55132905,35.93036313,7.1,-0.678607925
1169,NLA17_ND-10035,1,66.8,5156,266.94625,21.2,-99.48555,46.35912,2.7,146593052,2,2,1256,1.438432247,2.182808226,1.810620237,5,5,19.31474969,0.585333333,14.38232851,15.99499542,2.75,2.01006761
1170,NLA17_ND-10004,1,87.2,5294,523.64125,20.84,-99.5044,46.36642,2,146592916,2,1,1255,1.953455383,2.211594611,2.082524997,5,5,10.1099751,0.068333333,12.4124019,9.153617993,1.525,2.331350742
1171,NLA17_KS-10001,1,9.76,2813,498.325,26.5,-97.37377,39.33358,3.1,52650919,4,2,2049,1.915575946,1.522454103,1.719015024,5,5,5.64491045,0,14.03705273,4.212525435,2.48,1.695707276
1172,NLA17_SD-10020,1,59.36,2800,255.39,21.5,-99.31285,44.4772,2,144113108,2,1,1126,1.404603223,1.517405768,1.461004495,5,5,10.96362426,0.136333333,12.77535701,9.678799053,1.7,1.380054055
1173,NLA17_KS-10028,1,18.68,5056,99.48,24.3,-96.56048,39.83496,3.8,42082667,3,2,1873,0.68389808,2.161462931,1.422680506,5,5,50.82428629,0.939666667,15.1399979,24.83365304,3.45,1.30892533
1174,NLA17_NV-10239,1,1.55,449,44.10625,24.7,-114.40845,36.50581,1.2,122648503,3,1,486,0.062167752,-0.477414006,-0.207623127,3,3,10.17996316,1,21.36517277,60.46431892,22.23333333,-0.695454363
1175,NLA17_TX-HP003,1,26.27,875,43.31875,27.77,-95.92578522,33.7351029,5.9,93572051,4,3,2690,0.048396339,0.249738959,0.149067649,3,3,20.19910547,0.64,16.93275208,20.68488258,5.9,0.149067649
1176,NLA17_CA-10001,1,21.12,558,49.845,19.46,-122.75005,38.08599,12.6,{6411FDC2-D0DC-4638-973B-B50CEBCE0C46},1,5,54,0.155666885,-0.240548996,-0.042441056,3,3,11.19470358,0.033,19.54640077,13.51530652,12.9,-0.00145161
1177,NLA17_WV-10003,1,3.67,329,9.505,22.22,-78.5972,39.13376,4.6,36430639,2,3,1823,-1.111023926,-0.816321205,-0.963672566,1,1,34.61336139,0.983,16.22008117,27.59750901,4.766666667,-0.885713148
1178,NLA17_ND-10006,1,1.58,3038,118.25625,20.89,-99.40565,46.89368,6,145416266,2,3,1221,0.816061102,1.606316201,1.211188652,5,5,25.6899741,0.799,16.98890612,24.640834,6,1.211188652
1179,NLA17_MO-HP004,1,5.58,453,13.7775,25.7,-92.64378,40.17783,10.2,74358871,4,4,2369,-0.827263474,-0.467747815,-0.647505644,2,2,32.87969516,0.841,18.76178127,29.36551912,10.2,-0.647505644
1180,NLA17_TX-10017,1,69.6,1496,175.3325,26.6,-96.19946,32.46492,2.7,96069477,4,2,2719,1.117105787,0.834257328,0.975681557,5,5,8.532359945,0.165333333,14.06388891,10.91282582,2.5,0.891742755
1181,NLA17_UT-10013,1,90,3930,426.8175,23.69,-112.15575,41.1767,1,60604626,3,1,2169,1.79717316,1.886888736,1.842030948,5,5,9.20768244,0.527333333,11.00248187,12.04429006,1,1.842030948
1182,NLA17_AR-10001,1,23.89,631,40.31875,25.06,-92.263275,34.533853,3.4,60998587,3,2,2182,-0.006463991,-0.106554588,-0.056509289,3,3,15.65028678,0.225333333,14.53084572,12.70617007,2.875,0.195374258
1183,NLA17_NV-10124,1,3.3,634,20.4375,24.6,-115.1136,36.0658,2.4,127169340,3,2,625,-0.525833278,-0.101385301,-0.313609289,2,2,31.02140673,0.957333333,13.92749908,27.96453939,2.4,-0.313609289
1184,NLA17_MO-HP003,1,8.96,580,27.92125,24.04,-91.15204,39.34084,16,144569502,3,5,1139,-0.287327148,-0.198405204,-0.242866176,3,3,20.77270896,0.462333333,20.26594198,20.86456093,16,-0.242866176
1185,NLA17_KS-10034,1,8.32,693,17.9125,25.6,-95.62772,39.00371,8.6,34609616,4,4,1814,-0.626637007,-0.004408782,-0.315522894,2,2,38.68806699,0.866666667,18.39882615,26.75643079,9.15,-0.242182651
1186,NLA17_OK-10001,1,16.8,828,56.49,27.751,-96.70654,34.96279,10.39,129253117,4,4,696,0.251328317,0.189567216,0.220447766,4,4,14.6574615,0.586666667,18.44524096,19.601771,9.278,0.185681787
1187,NLA17_WV-10002,1,2.5,255,2,23.17,-80.59556,38.82344,4.7,76669453,2,3,2427,-2.302475087,-1.094010182,-1.698242634,1,1,127.5,0.98,17.22189127,29.10870582,6.433333333,-1.371220286
1188,NLA17_WV-10004,1,18.88,736,47.80625,24.93,-82.12632,38.8375,2.2,75432277,3,1,2396,0.123744074,0.061200676,0.092472375,3,3,15.39547653,0.272333333,13.73652784,12.2057917,2.266666667,0.27877685
1189,NLA17_KS-10006,1,19.71,1051,118.22875,24.5,-95.73585,38.46573,2.1,39433797,3,1,1849,0.815883323,0.449480653,0.632681988,4,4,8.889546747,0.18,13.31834689,10.62872738,2,0.393105796
1190,NLA17_IL-10013,1,20.16,771,50.1725,25.7,-88.37985,40.20005,3.4,131193670,4,2,765,0.16067286,0.11183348,0.13625317,3,3,15.36698391,0.459333333,14.99148069,15.1454608,3.3,0.204103185
1191,NLA17_ND-10023,1,40.57,2658,105.3675,21.1,-99.80573,47.26541,3,145408038,2,2,1208,0.72784938,1.460683718,1.094266549,5,5,25.22599473,0.961,14.88866991,23.38921467,3.2,0.837902422
1192,NLA17_TX-10049,1,3.69,495,14.4525,26.8,-97.61266,32.66259,9.8,131643871,4,4,780,-0.790701677,-0.371115045,-0.580908361,2,2,34.25012974,0.418,18.72886389,18.44430581,10.1,-0.303965754
1193,NLA17_OK-HP002,1,13.52,628,26.42125,25.3,-96.17381,36.52351,14,167669162,3,5,1715,-0.329536999,-0.11174851,-0.220642755,3,3,23.76874675,0.798,19.13339579,25.43433611,11.4,-0.316343103
