SITE_ID,VISIT_NO,secchi_avg,chl,tn,tp,avg_temp,INDEX_LON_DD,INDEX_LAT_DD,INDEX_SITE_DEPTH,PERMANENT_IDENTIFIER,temp_bin,depth_bin,specific_lake_bin,log_tp_z,log_tn_z,log_eutro,eutro_bin,eutro_binf
NLA22_GA-10114,1,2.025,9.12,193,23.3,28.9,-83.49667,34.48955,8.2,46751637,5,4,1956,-0.42563399475174923,-1.3976150061031818,-0.9116245004274655,1,1
NLA22_TX-10174,1,0.4,31.4,920,123,28,-96.47305,32.68278,2.4,120851341,4,2,425,0.8461253985150454,0.304394998473279,0.5752601984941622,4,4
NLA22_WA-10061,1,0.85,44.4,4650,820,19.6,-119.2845,48.0081,2.6,144837075,1,2,1146,2.296287815680151,2.070232794276579,2.183260304978365,5,5
NES22-10199,1,8.45,1.21,108,13.9,21.4,-116.80684,47.59328,58.7,51738323,2,5,2032,-0.8204969762941776,-2.0303406340115,-1.4254188051528387,1,1
NLA22_MN-10070,1,3.6,7.95,556,22.8,21.51,-93.66589,47.52234,12.9,120018898,2,5,331,-0.44221603448778374,-0.24446230731868623,-0.34333917090323496,2,2
NLA22_ND-10056,1,0.825,30.1,1460,84.8,19.4,-102.841549,48.849445,2.7,144443372,1,2,1135,0.5618528255326753,0.8077101335806739,0.6847814795566747,4,4
NLA22_MN-10106,1,4.525,3.62,835,29.4,22.8,-95.44517,45.90607,14,58125641,2,5,2118,-0.24787893636936606,0.19874224452340267,-0.024568345922981696,3,3
NLA22_TX-10113,1,1.775,13.2,604,19.4,28.6,-94.69433,30.85178,3.4,108540599,5,2,204,-0.565657388511188,-0.1542158020499999,-0.35993659528059396,2,2
NLA22_MS-10003,2,0.4,58.4,1050,180,29,-91.0658,32.48199,2,125452621,5,1,587,1.1371886770051975,0.44844318933285804,0.7928159331690278,4,4
NLA22_IA-10007,1,0.45,92.5,2710,316,23.8,-95.5008,42.37292,3.5,154654318,3,2,1577,1.5673829654083546,1.4817993223675097,1.5245911438879323,5,5
NLA22_GA-10098,1,1.275,22.2,638,37,30.4,-81.76858,32.63214,5.79,61318292,5,3,2189,-0.07212514026193828,-0.09453083874916302,-0.08332798950555065,3,3
NES22-10200,1,1.35,1.93,658,68.5,22.4,-119.33981,47.12128,8.3,157384331,2,4,1690,0.39868218859656906,-0.06089063937130423,0.16889577461263242,3,3
NLA22_IL-10011,1,1.07,34.9,939,91.4,24.4,-89.80979,39.29427,5.6,{85CCCDA0-C270-4E2C-ACEF-F337A8101EDF},3,3,67,0.6191447104594329,0.32667362543641737,0.47290916794792515,4,4
NLA22_MN-10001,1,3.675,2.56,399,16.6,22.97,-92.471096,46.053946,8.8,69545813,2,4,2287,-0.6848050203686262,-0.6060840006234138,-0.64544451049602,2,2
NLA22_OK-10070,1,0.4,184,3090,213,28.6,-97.78416,35.40174,2.8,129245410,5,2,695,1.2658645377716775,1.624812894365485,1.4453387160685813,5,5
NLA22_AR-10037,1,0.2,40.4,935,197,28.7,-91.173785,34.054139,2,143940595,5,1,1124,1.2061735759910202,0.32202108504656957,0.7640973305187948,4,4
NLA22_TN-10026,1,0.95,30.1,603,63,23.2,-82.474563,36.481939,10.2,43594860,2,4,1897,0.33470248647150413,-0.15602169464414128,0.08934039591368143,3,3
NLA22_IL-10004,2,0.55,66.9,1170,62.4,26.5,-89.85686,38.33144,5,98652298,4,3,2740,0.32738757843875854,0.5663804063894938,0.4468839924141262,4,4
NLA22_FL-10012,2,2.705,6.83,884,32.3,30.8,-82.0237,26.94704,4.75,78673189,5,3,2450,-0.17596968122659717,0.2608916471390512,0.04246098295622702,3,3
NLA22_FL-10003,2,3.915,5.38,495,8.5,29.7,-81.51192,27.58057,15.8,112047265,5,5,250,-1.196447241567632,-0.3711150445401709,-0.7837811430539015,2,2
NLA22_GA-10092,1,1.675,11.3,501,29.8,29.1,-83.7034,30.66091,4.75,{76C1F0D1-AE79-4B07-B888-57F0E90D37A6},5,3,60,-0.23754902165240951,-0.35798409134720577,-0.29776655649980766,3,3
NES22-10209,1,3.1,2.3,108,30,23,-122.424364,43.666277,31.5,93082869,2,5,2687,-0.23243594535653586,-2.0303406340115,-1.131388289684018,1,1
NLA22_PA-10040,1,1.05,2.49,496,21.5,21,-75.45908,41.1004,1.9,26283831,2,1,1755,-0.4870922452700164,-0.3689155363643589,-0.42800389081718765,2,2
NLA22_MI-10028,1,1.15,24,750,33.7,22.8,-83.65077,42.69961,8.9,148710457,2,4,1372,-0.14353563789396237,0.08173692656689903,-0.03089935566353167,3,3
NLA22_WA-10034,1,2.7,9.25,386,17.1,21.9,-122.68271,47.15831,6.5,155198253,2,4,1593,-0.6621208021806066,-0.6421844401749556,-0.65215262117778106,2,2
NLA22_MN-10021,1,1.025,34.6,1390,105,19.69,-94.3006229,45.293237,1.8,45729782,1,1,1942,0.7251786436002385,0.7541625815184959,0.7396706125593673,4,4
NLA22_OK-10004,2,0.14,554,8250,1050,22.5,-97.86524,35.7541,0.9,107581935,2,1,193,2.4852794230907067,2.6950973120240715,2.5901883675573893,5,5
NLA22_KS-10004,2,0.58,74.4,1550,82.6,23.7,-98.20359,38.20346,5.1,133250246,3,3,831,0.5417598583657273,0.872903675381779,0.7073317668737531,4,4
NLA22_MN-10078,1,0.7,7.67,1520,51.6,19.876,-96.31849,46.78894,1.1,121545283,1,1,442,0.18211785763762042,0.8516028814287325,0.5168603695331765,4,4
NLA22_SD-10169,1,3,4.55,2200,79.1,19.78,-99.21587,45.92468,6.3,147891636,1,3,1319,0.5086636910241842,1.2545738702203166,0.8816187806222504,5,5
NLA22_NJ-10025,1,0.525,23.9,2050,138,24.9,-74.60362208,40.08991147,2.1,25483402,3,1,1732,0.9340846307996153,1.1776108957452327,1.055847763272424,5,5
NLA22_NY-10036,1,6.175000000000001,2.34,240,7.5,21.9,-74.206926,42.52044,12.3,52847297,2,5,2050,-1.2921222053929071,-1.160082285179239,-1.226102245286073,1,1
NLA22_MN-10034,1,0.64,14.9,1100,41.6,18.35,-93.18586,47.50118,5.5,80002443,1,3,2482,0.017449216113396195,0.4991433042920902,0.2582962602027432,4,4
NLA22_AR-10011,2,0.2,79.6,1220,204,24.4,-90.801901,36.355482,1.4,45169596,3,1,1925,1.2328636408304723,0.6119877273563024,0.9224256840933873,5,5
NLA22_GA-10086,1,0.55,30.5,743,33,27,-84.51759,33.01439,4.5,55252753,4,3,2085,-0.15958064794434051,0.07151717114761263,-0.04403173839836394,3,3
NLA22_KS-10003,2,1.045,14.3,1540,98.2,21.7,-97.39962,37.65673,1.4,149773149,2,1,1407,0.6739987652951739,0.8658495670580493,0.7699241661766116,4,4
NLA22_MI-10018,1,1.5,4.06,819,17,21.6,-85.78272,44.74568,1.5,129225113,2,1,693,-0.6666041115494463,0.17765610322722655,-0.24447400416110987,3,3
NLA22_WA-10003,2,0.65,84.8,1390,74.4,20.3,-122.14048,47.60504,4.6,148900237,1,3,1378,0.4618387655370129,0.7541625815184959,0.6080006735277544,4,4
NLA22_WI-10113,1,1.95,12.1,649,24,19.5,-88.67226,45.84698,7.3,75473935,1,4,2399,-0.4030073347924473,-0.07590036916201592,-0.23945385197723162,3,3
NLA22_OK-10006,2,0.65,26.9,1200,61.8,24.4,-98.00003,34.64613,1.9,145262759,3,1,1194,0.3200019938717177,0.5939731695861695,0.4569875817289436,4,4
NLA22_UT-10027,1,5.05,2.44,288,74.4,13.64,-111.49405,38.20226,5.5,79207655,1,3,2465,0.4618387655370129,-0.961378055121621,-0.24976964479230404,3,3
NLA22_WV-10021,1,3.02,7.34,196,10,23.7,-80.62951,38.66813,19.25,64828605,3,5,2223,-1.0722174377000837,-1.3808045556331652,-1.2265109966666246,1,1
NLA22_MN-10067,1,2.9,3.47,844,45.6,20.193,-95.59813,46.94161,2.9,120018448,1,2,322,0.08762709553040184,0.2104263390171384,0.14902671727377012,3,3
NLA22_MN-10024,1,1.805,10.4,851,37,21.009,-95.6318,47.03598,4.1,86273029,2,3,2558,-0.07212514026193828,0.21942815009697228,0.073651504917517,3,3
NLA22_SD-10125,1,0.25,242,6390,1450,18.79,-99.50171,45.64838,2.5,26,1,2,1742,2.732008067799451,2.4166620827337844,2.5743350752666174,5,5
NLA22_MI-10054,1,1.7,68,905,51.3,20.1,-84.77021,45.63679,4.9,155410944,1,3,1616,0.17766069016294125,0.2864791550668018,0.23206992261487153,4,4
NLA22_NY-10043,1,0.55,44.3,976,97.2,21.9,-75.29479,42.35066,2.5,43496816,2,2,1891,0.6661747250730908,0.3687934044473456,0.5174840647602182,4,4
NLA22_MN-10028,1,0.375,92,2680,274,18.171,-95.79763,46.87882,2.4,86273793,1,2,2560,1.4583684486329402,1.469667220116346,1.4640178343746433,5,5
NLA22_MN-10044,1,3.96,2.93,918,13.8,21.088,-95.99925,46.79255,12.2,86274903,2,5,2561,-0.8260161486908529,0.3020231674366133,-0.2619964906271198,3,3
NLA22_WA-10002,2,3.45,5.42,273,26,19.8,-122.45431,48.70333,12.9,152293112,1,5,1522,-0.34182252446887795,-1.0196730156675735,-0.6807477700682257,2,2
NLA22_NY-10070,1,3.65,2.93,243,10.2,20.9,-74.211416,43.9751029,17.2,89362679,2,5,2605,-1.057080268678181,-1.1465435280783536,-1.1018118983782674,1,1
NLA22_GA-10107,1,0.65,26.4,544,52.5,25,-85.32893,34.33701,5.2,53773265,3,3,2067,0.19533551358205328,-0.2682419255348815,-0.03645320597641412,3,3
NLA22_ND-10163,1,1.025,17.3,3040,80.2,18.3,-99.125668,46.029884,4.3,147889896,1,3,1316,0.5192205727121738,1.6070334473569579,1.0631270100345658,5,5
NLA22_MN-10002,2,1.875,9.04,1590,49.2,21.24,-95.82025,46.10186,3.8,82553834,2,2,2516,0.14571087906094876,0.9006722076186232,0.523191543339786,4,4
NLA22_ND-10138,1,0.525,53,2420,162,18,-99.726777,47.235884,3.5,145408671,1,2,1212,1.0566508822018252,1.3584482349838551,1.2075495585928402,5,5
NLA22_IN-10156,1,1.05,22.4,585,53.4,23.79,-86.10028,39.84439,3.5,90125503,3,2,2622,0.20832849590735317,-0.1890501595387325,0.009639168184310334,3,3
NLA22_ND-10154,1,0.325,42.1,4640,126,17.2,-99.798194,47.253764,2.4,145408210,1,2,1209,0.86454561648968975,2.0678864942719777,1.4662160553808337,5,5
NLA22_UT-10043,1,8.05,1.43,439,14.6,16.59,-111.71024,38.53872,33.3,79206951,1,5,2463,-0.7829398481224116,-0.5019613488258363,-0.642450598474124,2,2
NLA22_IA-10039,1,3.25,10.3,858,47.3,24.6,-92.81864,41.05101,8.8,146615721,3,4,1257,0.11560618216036456,0.22835621818645868,0.17198120017341162,3,3
NLA22_IA-10011,2,0.525,110,2210,148,21.4,-92.37446,40.65573,2.5,106620493,2,2,180,0.9875611197744325,1.2595165359762333,1.1235388278753329,5,5
NLA22_TX-10168,1,0.325,28.8,840,104,26.1,-98.30817,32.66767,2,101213941,4,1,129,0.7178637355674929,0.20524886642390225,0.4615563009956976,4,4
NES22-10163,1,10.364999999999998,0.494,81,2,17.8,-109.80799,42.943171,186,120028259,1,5,383,-2.3024750871723665,-2.3438726469731526,-2.3231738670727595,1,1
NES22-10171,1,3.205,4.08,318,37,20,-108.173664,43.360289,21.6,{AAFECBF6-E04A-49E5-A519-829AA6E8921E},1,5,82,-0.07212514026193828,-0.8533832471467854,-0.4627541937043618,2,2
NLA22_WV-10011,2,1.65,13.3,513,44.8,21.7,-79.79556,39.49368,2.1,27072277,2,1,1760,0.0740975024030533,-0.3321874803651822,-0.12904498898106445,3,3
NLA22_MN-10050,1,2.575,4.67,559,14.7,19.53,-93.65039,47.51395,10,90771635,1,4,2644,-0.7777220663875516,-0.23859759757274704,-0.5081598319801494,2,2
NLA22_NE-10083,1,0.26,318,4010,421,22.8,-95.723711,40.14176,3.2,27,2,2,1757,1.7866827452926868,1.9088513110789314,1.847767028185809,5,5
NLA22_OR-10070,1,2.45,5.93,671,47.7,19.9,-117.81454,44.8601,5.2,112956027,1,3,258,0.1220432901470295,-0.03956847380838544,0.04123740816932203,3,3
NLA22_AL-10019,1,1.35,9.51,456,24,26.9,-85.648438,31.222423,2.6,146711673,4,2,1267,-0.4030073347924473,-0.46055402037010235,-0.4317806775812748,2,2
NLA22_AL-10004,2,0.475,3.15,364,125,22,-87.82056,31.2166,5.3,12,2,3,312,0.8584547312262959,-0.706141002705921,0.07615686426018747,3,3
NES22-10015,1,3.675,3.77,245,6,23.9,-80.883111,38.226555,22.6,120022215,3,5,354,-1.4626935948288184,-1.1376102327242084,-1.3001519137765134,1,1
NES22-10014,1,2.475,11,314,12.9,25.8,-82.03356,36.56474,33.5,43594500,4,5,1896,-0.8775684023987508,-0.8671790760571426,-0.8723737392279467,1,1
NES22-10020,1,4.25,6.56,248,12.7,24.8,-82.380165,37.213965,33.5,120023395,3,5,363,-0.8895124275314931,-1.1243461022925854,-1.0069292649120392,1,1
NLA22_SD-10097,1,0.5,36.7,1450,99.8,18.087,-99.64502,45.76501,3.1,147894560,1,2,1327,0.6863530068325512,0.8002196853244806,0.743286346078516,4,4
NLA22_MN-10103,1,3.3,6.02,780,47.3,20.9,-95.95306,46.62099,15.5,120018542,2,5,323,0.11560618216036456,0.12448185342292015,0.12004401779164235,3,3
NLA22_WI-10141,1,3.775,6.32,535,13.2,20.3,-88.94085,44.4125,19.6,75658607,1,5,2413,-0.8599951673984375,-0.28642344706347145,-0.5732093072309545,2,2
NLA22_GA-10097,1,0.71,44.4,766,87.9,25.8,-85.18233,34.45618,3,53772083,4,2,2066,0.5892981171475924,0.10474265532306884,0.3470203862353306,4,4
NLA22_KS-10094,1,0.745,44.8,920,57.9,24.5,-95.38153,38.83337,7.4,120031268,3,4,397,0.27017369681724723,0.304394998473279,0.2872843476452631,4,4
NLA22_AL-10080,1,2.2,4,394,28.2,28.1,-85.316493,31.163418,2.2,85814654,5,1,2552,-0.2797336311822883,-0.6198276371179287,-0.4497806341501085,2,2
NLA22_DE-10029,1,0.35,148,2050,156,24.099,-75.25969,38.82388,0.7,88079810,3,1,2593,1.0278020978928555,1.1776108957452327,1.102706496819044,5,5
NLA22_KS-10009,1,0.205,139,2300,583,22.4,-94.68585,37.50384,1,104499078,2,1,152,2.035537161853065,1.303019887310461,1.669278524581763,5,5
NLA22_MN-10110,1,0.2,222,5240,333,20.2,-96.07209,45.55706,1.4,82555432,1,1,2517,1.6074378444251578,2.200420748461774,1.903929296443466,5,5
NLA22_MN-10056,1,0.19,365,5550,556,19.96,-95.52041,46.15066,1.2,86363665,1,1,2571,1.9992900632326613,2.2630617759752703,2.1311759196039657,5,5
NES22-10012,1,2.625,10.6,363,77.2,21.5,-75.8593235,43.22221,6.6,149532904,2,4,1401,0.49007846451007014,-0.7091392327432061,-0.10953038411656799,3,3
NLA22_IL-10001,2,1.58,34.7,546,45.7,24.5,-88.27404,37.61751,4.5,49237083,3,3,1993,0.08930158044124725,-0.2642424497393472,-0.08747043464904997,3,3
NLA22_IL-10020,1,0.655,23.6,1140,81.7,24.3,-88.8972,38.37542,4.1,48765340,3,3,1984,0.5333853150710184,0.5380708684670799,0.5357280917690491,4,4
NLA22_MI-10057,1,5.9,1.46,430,8.2,23.4,-83.41666,43.39355,9.7,149729741,2,4,1405,-1.2239137433007847,-0.524536847337724,-0.8742252953192544,1,1
NLA22_OR-10180,1,6.85,1.04,214,10.4,21.7,-122.96164,44.86606,20.3,{4BE87DA2-7272-4298-B0CC-4155B87A8F68},2,5,38,-1.042237043922975,-1.2850483359006537,-1.1636426899118142,1,1
NES22-10007,1,3.625,4.06,298,10.1,21.2,-77.3074745,42.7757468,75,87961872,2,5,2585,-1.064611384336785,-0.924177995680159,-0.994394690008472,1,1
NLA22_MS-10005,1,0.85,44.3,569,72,28.5,-88.48203,33.54772,6,140749833,5,3,1025,0.4367741575511006,-0.21927340459236386,0.10875037647936837,3,3
NLA22_WA-10046,1,0.95,137,1090,106,18.4,-122.83123,47.02105,2.5,131082469,1,2,763,0.7324242149685868,0.489190212914066,0.6108072139413264,4,4
NLA22_MI-10005,2,1.1,8.95,1110,72.6,19.57,-88.9082,46.09758,1.1,111861213,1,1,244,0.4431177794860401,0.5090063212098629,0.47606205034795146,4,4
NES22-10087,1,0.82,28,510,49.9,25,-86.4455,39.05821,5.4,53450501,3,3,2064,0.15650987681436562,-0.3385796155875784,-0.09103486938660638,3,3
NLA22_CA-10110,1,1.3,21.6,886,110,24.82,-117.7047,33.64518,3.5,126859582,3,2,617,0.7607386392025798,0.26335459944421213,0.5120466193233959,4,4
NLA22_OR-10075,1,0.265,219,2840,367,18.7,-124.07676,42.89033,1.9,124371706,1,1,569,1.6817525216323015,1.5328649768006368,1.607308749216469,5,5
NLA22_NC-10013,1,2.35,7.12,756,28.2,26.47,-78.34394,35.65483,2.8,31416293,4,2,1791,-0.2797336311822883,0.09042108351986752,-0.09465627383121038,3,3
NLA22_WV-10029,1,1.55,13.8,340,28.8,23.4,-79.31886,38.46453,4.15,{D253579A-F6FD-4539-8575-60BA61C63A28},2,3,98,-0.26364036190299645,-0.7804781685541511,-0.5220592652285738,2,2
NLA22_SD-10180,1,0.6,25.1,1890,396,20.49,-99.59577,44.39937,3.2,148190134,1,2,1347,1.7398871044355786,1.0890459723570496,1.4144665383963142,5,5
NES22-10011,1,5.625,2.39,251,10.6,22,-77.1378247,42.5850347,42,87964828,2,5,2586,-1.027676564521881,-1.1112414642698167,-1.069459014395849,1,1
NES22-10001,1,3.3,8.51,360,29.4,22.7,-73.454184,41.94105,7.8,122972812,2,4,500,-0.24787893636936606,-0.7181837322126652,-0.48303133429101563,2,2
NLA22_ND-10119,1,0.225,137,7160,526,17.1,-100.833443,47.438922,2.5,132150553,1,2,792,1.9568909120768956,2.54066121791906,2.248776064997978,5,5
NLA22_MI-10142,1,1.8,9.44,586,34.3,20.8,-82.86098,43.6788,5,28,1,3,1769,-0.1300458397561396,-0.18718874844371625,-0.15861729409992792,3,3
NLA22_NY-10064,1,3.5,6.57,355,10.8,19,-73.58334,43.81285,5,92083379,1,3,2672,-1.013388259614005,-0.7334267209840422,-0.8734074902990235,1,1
NLA22_MI-10140,1,0.825,28.1,698,37.3,19.54,-89.42645,46.24241,9.5,123397510,1,4,542,-0.0659522771920282,0.0034263053942590444,-0.03126298589888458,3,3
NLA22_MN-10111,1,0.525,58.9,2090,102,20.9,-92.858693,45.192433,2.6,91687899,2,2,2664,0.7030205108122868,1.1986715691012269,0.9508460399567569,5,5
NLA22_TX-10181,1,0.375,102,6950,101,25.8,-100.374,34.47382,1.8,91861639,4,1,2666,0.6954893951536831,2.5082180362839046,1.6018537157187938,5,5
NLA22_CA-10174,1,0.635,64.5,2020,81.1,24.45,-118.06067,34.03262,2.4,27686060,3,2,1763,0.5277508763700629,1.1615439325545114,0.8446474044622871,5,5
NLA22_MN-10104,1,1.375,21,1300,41,18.708,-96.125488,47.5989821,11,126590588,1,4,605,0.006343906171497905,0.6812081892935286,0.34377604773251325,4,4
NLA22_NE-10104,1,0.61,30.7,925,75.8,22.2,-101.14364,41.1066,4.6,137016364,2,3,949,0.47608901682665417,0.310302091152245,0.3931955539894496,4,4
NLA22_SD-10090,1,1.95,12,1470,61.3,18.1,-103.31899,44.67258,3.1,154900927,1,2,1579,0.3137923573177122,0.8151494520988171,0.5644709047082647,4,4
NLA22_WV-10015,2,1.23,15.4,421,38.4,23.7,-78.88257,39.37165,2.45,45654893,3,2,1938,-0.04373559421017353,-0.5475898886961496,-0.2956627414531615,3,3
NES22-10058,1,0.19,100,2250,485,24.8,-84.32757,40.37969,1.1,152839685,3,1,1550,1.8948579104333771,1.279066045461699,1.5869619779475381,5,5
NES22-10086,1,0.375,98.4,2000,178,22.6,-83.88977,40.49015,2.1,152839236,2,1,1549,1.1286477830542732,1.1506995054567781,1.1396736442555255,5,5
NES22-10074,1,0.675,32.1,2170,93.5,23,-83.12865,40.16711,11.7,29,2,5,1771,0.6365088353350317,1.2396099381477381,0.9380593867413849,5,5
NLA22_NY-10010,1,1.25,26.2,589,52,21.3,-73.58842,42.16132,7,52853167,2,4,2051,0.18802060554930766,-0.18162351457449383,0.0031985454874069175,3,3
NLA22_NE-10140,1,2.405,26.2,738,63.1,19.5,-101.76132,40.08876,6.3,133190443,1,3,826,0.33591486112077673,0.06415822400401573,0.20003654256239622,4,4
NLA22_ND-10134,1,1.6,8.8,2680,71.5,13.6,-99.186338,47.209722,1.6,147304920,1,1,1277,0.43144729239741414,1.469667220116346,0.9505572562568801,5,5
NLA22_DE-10004,2,0.55,74.1,2000,150,22.4,-75.64526,39.82228,1.9,26092056,2,1,1747,0.9978217041157464,1.1506995054567781,1.0742606047862622,5,5
NES22-10196,1,2.26,9.92,695,52.5,21.83,-122.74844,38.08639,11.1,{6411FDC2-D0DC-4638-973B-B50CEBCE0C46},2,4,54,0.19533551358205328,-0.001267984409730414,0.09703376458616143,3,3
NES22-10004,1,2,4.14,4540,92,17.523,-71.477552,42.35631,2,129728832,1,1,715,0.6241462684742527,2.0441414170883885,1.3341438427813206,5,5
NLA22_AL-10082,1,1.75,7.02,221,16.1,29,-87.481656,33.275301,5.3,131265691,5,3,768,-0.7081830520776264,-1.2499694847174014,-0.9790762683975139,1,1
NLA22_MN-10080,1,0.77,28.8,1440,58.6,15.288,-95.523811,47.130749,4.8,86272855,1,3,2557,0.2793597548222297,0.7926773996437875,0.5360185772330086,4,4
NES22-10019,1,0.775,31.4,3100,97.3,20.2,-75.596628,38.383773,1.4,{F05A25A6-4AC3-49D9-8FED-88E966126F73},1,1,113,0.6669607426807823,1.6283342413100044,1.1476474919953934,5,5
NLA22_MN-10001,2,4.825,3.39,391,19.2,16.937,-92.4712487,46.052387,17.8,69545813,1,5,2287,-0.5735787242283588,-0.628157786700469,-0.6008682554644138,2,2
NLA22_CA-10201,1,0.575,67.5,563,127,23.44,-118.98657,36.40784,4.5,34031733,2,3,1806,0.8705883519589748,-0.23082675587241053,0.3198807980432821,4,4
NLA22_MO-10051,1,1.15,8.51,370,32.1,23.2,-93.87634,38.43802,3,107429897,2,2,190,-0.1807175353484237,-0.6883227976849372,-0.43452016651668046,2,2
NLA22_DE-10030,1,0.45,69.3,3260,135,20.81,-75.49521,38.96707,1.6,88097818,2,1,2594,0.9172839093123747,1.6831813324729816,1.3002326208926782,5,5
NLA22_MO-10020,1,1.03,21,1100,88.5,21.3,-90.8593,37.89561,2.3,43890851,2,1,1901,0.5944981511884115,0.4991433042920902,0.5468207277402508,4,4
NLA22_SD-10187,1,0.7,12.2,2120,370,16.249,-97.46082,44.29861,6,123211918,1,3,531,1.6879756392285297,1.2142042205802759,1.4510899299044029,5,5
NES22-10006,1,2.1,3.47,469,25.5,18.3,-71.5962,41.99033,3.5,123913420,1,2,559,-0.356665749224084,-0.4299182149023739,-0.39329198206322896,2,2
NLA22_NE-10057,1,0.475,53.6,1430,121,17.7,-96.73362,41.44477,9.8,88485602,1,4,2598,0.8335939366147751,0.7850825540570672,0.8093382453359211,4,4
NES22-10068,1,0.31,46,2030,268,15.21,-88.46259,43.99324,6,149426016,1,3,1399,1.4414437264874462,1.1669259480904397,1.3041848372889429,5,5
NLA22_CA-10202,1,0.925,16.6,1520,194,24.1,-118.636671,34.15263,1.9,{020001E2-D20A-41B4-8D5E-0F1DCC3E8A9B},3,1,3,1.1944433909792802,0.8516028814287325,1.0230231362040063,5,5
NLA22_SD-10182,1,0.65,8.75,508,51.9,17.5,-96.51381,42.54993,3.66,128453478,1,2,677,0.18654918631512524,-0.34286196267367347,-0.07815638817927412,3,3
NES22-10110,1,0.475,15.8,549,37.3,24.6,-99.22566,33.7545,3.8,129087753,3,2,691,-0.0659522771920282,-0.25827062147595964,-0.1621114493339939,3,3
NLA17_NV-10018,1,1.9,5.19,1343,92.325,22.1,-119.77741,39.54214,4.2,65196833,2,3,2233,0.626841843417263,0.716673902906874,0.6717578731620686,4,4
NLA17_ND-10011,1,1.25,6.14,2750,63.3475,15.4,-99.77055,47.17392,2.7,145410435,1,2,1213,0.33890724531970007,1.4977681931292723,0.9183377192244861,5,5
NLA17_NV-10242,1,9.6,0.6,2323,700.47,20.8,-118.75035,38.68657,16,67906791,1,5,2268,2.1758541299205096,1.3138643144081945,1.7448592221643522,5,5
NLA17_OH-10016,1,0.7,305.28,1735,170.41125,18.7,-81.17683,41.4917,2.9,123056331,1,2,514,1.095343613354949,0.9957876371567572,1.0455656252558532,5,5
NLA17_TN-10003,1,0.45,52.16,1278,463.12625,24.2,-87.0317,35.67303,3.9,{01BD24E9-B9FE-4401-B371-442F9AF06679},3,2,2,1.8595813702481878,0.6626066279683749,1.2610939991082812,5,5
NLA17_MI-10011,1,2.7,2.74,520,12.9225,23.8,-86.14388,43.37281,3.4,121860994,3,2,462,-0.8762363043745104,-0.3174166995436536,-0.5968265019590819,2,2
NLA17_ND-10015,1,0.95,9.34,1866,49.725,20.8,-99.73069,47.08003,3.2,145412548,1,2,1214,0.1538243963142989,1.0751179114723493,0.6144711538933241,4,4
NLA17_CA-10064,1,1.125,9.95,701,362.0075,21.81,-122.52311,38.08276,3.4,41663793,2,2,1869,1.6712825691889326,0.008100462370975314,0.8396915157799539,5,5
NLA17_KY-10001,1,2.45,2.2,121,5.91625,24.7,-83.703135,36.680811,26.5,37900682,3,5,1833,-1.4734385399780545,-1.9064683516380052,-1.6899534458080299,1,1
NLA17_ND-10008,1,0.75,26.4,3174,207.63875,20,-100.4,47.277777,2.7,145424524,1,2,1231,1.246378114056574,1.6540444992217602,1.450211306639167,5,5
NLA17_TX-10001,1,0.3,22.77,1074,134.5625,24.7,-96.45492,32.94461,2.8,120849104,3,2,424,0.9148026577050766,0.47307375019200004,0.6939382039485383,4,4
NLA17_KS-10005,1,0.85,21.44,959,66.83625,27.9,-95.04175,39.34897,3.7,92008656,4,2,2669,0.3798869582868069,0.3496429883865931,0.3647649733367,4,4
NLA17_NV-10006,1,1.95,2.75,165,21.74875,14.6,-117.16483,39.24083,5.7,132622706,1,3,806,-0.4782990612712111,-1.568444163434971,-1.0233716123530912,1,1
NLA17_KY-10006,1,1.15,16.88,386,16.17625,24.1,-84.679219,37.486666,7.2,38480321,3,4,1844,-0.7045713707199018,-0.6421844401749556,-0.6733779054474287,2,2
NLA17_TX-10019,1,1.25,13.18,966,53.165,27.5,-96.73161,32.05579,3.1,92198790,4,2,2677,0.20495713055513506,0.3575692482775844,0.28126318941635975,4,4
NLA17_TN-10004,1,0.7,64,1138,48.5825,21.9,-86.9174,36.3035,8.5,47457288,2,4,1967,0.13605629783314646,0.5361571613358624,0.33610672958450444,4,4
NLA17_IA-HP002,1,4.300000000000001,1.79,495,11.1925,24.9,-93.77074,40.59858,7.1,148671755,3,4,1368,-0.9861008054739184,-0.3711150445401709,-0.6786079250070447,2,2
NLA17_ND-10035,1,0.35,66.8,5156,266.94625,21.2,-99.48555,46.35912,2.7,146593052,2,2,1256,1.4384322474520617,2.182808226224061,1.8106202368380613,5,5
NLA17_ND-10004,1,0.225,87.2,5294,523.64125,20.84,-99.5044,46.36642,2,146592916,2,1,1255,1.9534553832522839,2.2115946113456495,2.082524997298967,5,5
NLA17_KS-10001,1,0.075,9.76,2813,498.325,26.5,-97.37377,39.33358,3.1,52650919,4,2,2049,1.9155759455201462,1.5224541033158274,1.719015024417987,5,5
NLA17_SD-10020,1,0.3,59.36,2800,255.39,21.5,-99.31285,44.4772,2,144113108,2,1,1126,1.4046032226679241,1.517405768222737,1.4610044954453305,5,5
NLA17_KS-10028,1,0.275,18.68,5056,99.48,24.3,-96.56048,39.83496,3.8,42082667,3,2,1873,0.6838980804154047,2.1614629310998916,1.4226805057576482,5,5
